Category_name,prodtype,#Website_link,Page_type,VMID,ID,Name,Short_description,Description,rxcode,first_paragraph,features,@image,sizes_dia,size_min,size_max,max_pressure,temp_min,temp_max,operation,connection,material,materialsu,sterilizable,shore_hardness,leak_resistance,flowrate_min,flowrate_max
"Single-Use Bottles & Vials",SU,https://romynox.nl/flowlinx-flowtainer-cap?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,1,1343,31404,"FLOWLINX - Flowtainer cap","High density polyethylene cap with hose barb","This allows you to assemble the Flowtainer bottle to your process application. For fluid handling in filling, freezing, thawing, storage, and transport, ROMYNOX can assemble with tubing, connectors and a vent filter Specification       Low temperature storage and transport (to -90°C) Gamma readable Ups Class VI and animal component free","CBA ","With the Flowtainer cap you can have 2 to 4 hose barbs with multiple sizes","Manufactured in an ISO 8 cleanroom RXBLLTNon-sterile RXBLLTValidation package available","/product-images/F-BCC-70-1 FlowTainer 70mm Cap, 1.png",,,,,"-90 ",,,,,,"Gamma Irradiation",,,,
"Single-Use Bottles & Vials",SU,https://romynox.nl/freudenberg-silicone-stoppers?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,1,1362,31010,"FREUDENBERG - Silicone Stoppers","For tight, reliable seals","These platinum-cured silicone stoppers have full traceability to raw materials, contain no peroxide catalysts, and are autoclavable. Biologically safe, they can be used with glass, metal, or plastic vessels.  In our clean room, we can add stoppers in assemblies. Stoppers, caps, and inserts for True Unions, with or without tubing, are available. The stoppers come in a variety of sizes and have multiple capabilities such as pre-drilled holes and the ability to be added to assemblies. Available in 14 standard sizes. We also offer stoppers with pre-drilled holes.   Technical data"," ","HelixMark® pharmaceutical-grade Silicone Stoppers are ideal for tight, reliable sealing glass tubes, vials, and flasks.","Packaged 12 per zip bag in crush-resistant boxes RXBLLTAutoclavable RXBLLTcontain no peroxide catalysts","/product-images/silicone stopper.jpg",,,,,,,,,,,,,,,
"Single-Use Bottles & Vials",SU,https://romynox.nl/freudenberg-two-hole-stoppers?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,1,1361,31106,"FREUDENBERG - Two-Hole Stoppers","For tight, reliable seals","Two-Hole Stoppers have full traceability down to the raw material, contain no peroxide residues, and are autoclavable. In our clean room, we can add stoppers in assemblies. Stoppers, caps, and inserts for True Unions, with or without tubing, are available. The stoppers come in a variety of sizes and have multiple capabilities such as pre-drilled holes and the ability to be added to assemblies. Available in 16 standard sizes, hole diameter ranges from 3mm to 16mm.   Technical data  "," ","Pharmaceutical grade silicone stoppers are platinum-cured and ideal for a tight, reliable seal.","Packaged 12 per zip bag in crush-resistant boxes RXBLLTAutoclavable RXBLLTcontain no peroxide catalysts","/product-images/two hole stopper.jpg",,,,,,,,,,,,,,,
"Single-Use Clamps",SU,https://romynox.nl/flowlinx-sidewinder-pinch-clamp?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,1359,31412,"FLOWLINX - Sidewinder Pinch Clamp OD","The Sidewinder Pinch Clamp from FlowLinx ensures quick and easy installation","This eliminates the need of installing the clamp prior to adding fittings and end connectors, maximizing operational efficiency.Even if you forgot to add a pinch clamp, you can quickly and easily install the Pinch Clamp on an unbraided tubing assembly. The Sidewinder is cost-effective as the product saves installation time and is multi-use. To ensure the quality the Sidewinder Pinch Clamp is validated (by FlowLinx). The clamp underwent various tests: e.g., ASTM E515 bubble emission pressure test, ASTM D5276 drop testing and exposure to ultra-low temperatures. The Sidewinder is available in two sizes and is suitable for unreinforced tubing up to 70 durometers. With the 6 position, you can regulate the flow of the fluid to your specific need. With integral holes the Pinch Clamp is zip tie compatible, aiding process identification and tamper evident process. Specification Manufactured in an ISO 8 Cleanroom ISO 9001:2015 Certified Facility USP Class VI & ISO 10993-5"," ","In contrast to conventional Pinch Clamps, this innovative design allows the tubing to be fitted though the sides of the clamp.","Quick and Easy Installation RXBLLTMulti-Use RXBLLTValidated pinch clamp RXBLLT6-Position Rachet for Precise Flow Regulation","/product-images/Sidewinder Pinch Clamp, up to 0 3.jpg",,,,,,,,,,,"Autoclave, Gamma Irradiation",,,,
"Single-Use Clamps",SU,https://romynox.nl/flowlinx-tc-clamp?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,1350,31685,"FLOWLINX - TC Clamp","One-handed operation clamp","The clamp design allows the user to safely secure the fitting without any bolt torquing and the audible click makes the process easier to operate. It also ensures that the gasket is not over-compressed, thus eliminating the risk of leaks and other potential issues. FlowLinX Sanitary Clamps are available in 3/4"" (Mini) flange and 1-1/2"" (Maxi) flange sizes and are ASME-BPE compliant. Specification       Tested to 94 PSI (6.5 bar) for Leak Resistance USP Class VI and ISO 10993-5 Pack Size: 25 Clamps per Bag Zip Tie Compatible for Process ID and Tamper Evident Technical data","QHV ","FlowLinX Sanitary Clamps are designed for quick and efficient installation. The innovative clamp design retains the sanitary fittings in the clamp body for effortless one-handed operation.","Manufactured in an ISO 8 cleanroom in accordance with ISO 14644 principles RXBLLTSterilizable by Gamma Irradiation and Autoclave RXBLLTMade of glass reinforced nylon RXBLLTCompatible to ASME-BPE","/product-images/flowlinX tc clamp 1 white background.png",,,,,,,,,,,"Autoclave, Gamma Irradiation",,,,
"Single-Use Clamps",SU,https://romynox.nl/tbl-bio-ease%c2%99-hd-pinch-clamp?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,609,3805,"SANISURE - Bio-Ease HD Pinch Clamp","Non-Metallic Clamp","It is designed to handle higher pressures and be more secure than a standard pinch clamp. Even though this is a non-fluid-contact component, the material is suitable for fluid contact, and can be gamma radiated in clean room packaged kits. It may be installed on existing tube assemblies without disrupting the process fluid path.  ","HQP ","The Bio-Ease HD clamp is designed to be used in applications where regulatory compliance, seal integrity, and repeat ability are of the utmost importance.","Lightweight and Reusable RXBLLTAutoclavable to 135° C RXBLLTGamma Stable to 50 kGy RXBLLT90° Swing-Away Lock Nut RXBLLTUniversal Locking Jaws RXBLLTValidated Design RXBLLTLot Traceability",/product-images/tbl_pinch_valve_bio_ease_hd_clamp.jpg,,,,,,,,,,,"Autoclave, E-Beam, Gamma Irradiation, X-Ray",,,,
"Single-Use Clamps",SU,https://romynox.nl/sanisure-clamps?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,378,3511,"SANISURE - Clamps","The Most Advanced Sanitary Clamp Design Ever","With the unique feature of a cable tie secured by a cable tie installation tool, the connection is NON-OPERATOR DEPENDENT and provides a VALIDATABLE TORQUE controlled compression each and every time. SaniSure® Clamps work by providing conforming compression on tri-clamp fittings. The result is an even clamping force on the entire fitting surface that no traditional ""rigid"" clamp design can achieve.","QHN ","The SaniSure CLAMP is the very first sanitary clamp design to offer a fast, safe, and secure way to connect plastic to plastic, plastic to BPE stainless steel, and BPE stainless steel to BPE stainless steel sanitary fittings.","Improve Safety RXBLLTSave on Set-Up Time RXBLLTValidatable RXBLLTNon-Operator Dependent RXBLLTMeets USP Class VI RXBLLTPatent Pending Design",/product-images/sanis_clamp.jpg,,3/4,"1 1/2",,,,,,,,"Autoclave, Gamma Irradiation",,,,
"Single-Use Clamps",SU,https://romynox.nl/tubing-clamp-large-12-position?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,746,19656,"Tubing Clamp Large 12-position.","Maximum tubing O.D. = 0.75 inch (19.05 mm)",,"QTI ","Large tubing clamps with 12 ratchets designed for simple and quick on/off and flow control of fluid or air. Multiple colors available.","One-hand control RXBLLTCreated for disposable applications RXBLLT12 ratchet settings for precise control RXBLLTOn/off or flow control","/product-images/Large tubing clamp - 12-position blue.png",,,,,,,,,,,,,,,
"Single-Use Clamps",SU,https://romynox.nl/tubing-clamp-medium?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,743,19661,"Tubing Clamp Medium","Maximum tubing O.D. = 0.50 inch (12.7 mm)",,"QTF ","Tubing clamps designed for simple and quick on/off control of fluid or air. Multiple materials and colors available.","One-hand control RXBLLTCreated for disposable applications","/product-images/Medium tubing clamp.png",,,,,,,,,,,,,,,
"Single-Use Clamps",SU,https://romynox.nl/tubing-clamp-medium-12-position?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,745,19666,"Tubing Clamp Medium 12-position","Maximum tubing O.D. = 0.45 inch (11.43 mm)",,"QTH ","Tubing clamps with 12 ratchets designed for simple and quick on/off and flow control of fluid or air. Multiple materials and colors available.","One-hand control RXBLLTCreated for disposable applications RXBLLT12 ratchet settings for precise control RXBLLTOn/off or flow control","/product-images/Medium tubing clamp - 12-position.png",,,,,,,,,,,,,,,
"Single-Use Clamps",SU,https://romynox.nl/tubing-clamp-medium-6-position?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,744,19671,"Tubing clamp Medium 6-position","Maximum tubing O.D. = 0.45 inch (11.43 mm)",,"QTG ","Tubing clamps with 6 ratchets designed for simple and quick on/off and flow control of fluid or air. Multiple materials and colors available.","One-hand control RXBLLTCreated for disposable applications RXBLLT6 heavy-duty ratchets RXBLLTOn/off or flow control","/product-images/Medium tubing clamp - 6-position yellow.png",,,,,,,,,,,,,,,
"Single-Use Clamps",SU,https://romynox.nl/tubing-clamp-micro?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,738,19676,"Tubing Clamp Micro","Maximum tubing O.D. = 0.160 inch (4.064 mm)",,"QTA ","Small tubing clamps designed for simple and quick on/off control of fluid or air. Multiple materials and colors available.","One-hand control RXBLLTCreated for disposable applications","/product-images/Micro tubing clamp purple.png",,,,,,,,,,,,,,,
"Single-Use Clamps",SU,https://romynox.nl/tubing-clamp-micro-bore?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,742,19681,"Tubing Clamp Micro-bore","Maximum tubing O.D. = 0.110 inch (2.794 mm)",,"QTE ","Tubing clamps with micro-bore designed for simple and quick on/off control of fluid or air. Multiple materials and colors available.","One-hand control RXBLLTCreated for disposable applications  RXBLLTDesigned for micro-bore tubing RXBLLTSpecial colors available (minimum quantities required)","/product-images/Small tubing clamp - micro-bore red.png",,,,,,,,,,,,,,,
"Single-Use Clamps",SU,https://romynox.nl/tubing-clamp-small?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,739,19686,"Tubing Clamp Small","Maximum tubing O.D. = 0.25 inch (6.3 mm)","Features & Benefits One-hand operation designed for single-use applications. Special colors available (minimum number required).","QTC ","Tubing clamps designed for simple and quick on/off control of fluid or air. Multiple materials and colors available.","One-hand control RXBLLTCreated for disposable applications  RXBLLTSpecial colors available (minimum quantities required)","/product-images/Small tubing clamp red.png",,,,,,,,,,,,,,,
"Single-Use Clamps",SU,https://romynox.nl/tubing-clamp-small-polypropylene?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,740,19691,"Tubing Clamp Small Polypropylene","Maximum tubing O.D. = 0.25 inch (6.3mm)",,"QTC ","Tubing clamps designed for simple and quick on/off control of fluid or air. Multiple materials and colors available.","One-hand control RXBLLTCreated for disposable applications RXBLLTSpecial colors available (minimum quantities required)","/product-images/Small tubing clamp PP - brown.png",,,,,,,,,,,,,,,
"Single-Use Clamps",SU,https://romynox.nl/tubing-clamp-small-sidewall?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,741,19696,"Tubing Clamp Small Sidewall","Maximum tubing O.D. = 0.25 inch (6.3mm)",,"QTD ","Tubing clamps designed for simple and quick on/off control of fluid or air with sidewall. ","One-hand control RXBLLTCreated for disposable applications RXBLLTSpecial colors available (minimum quantities required) RXBLLTSidewall design captures tubing to prevent unintentional leakage RXBLLTSidewall is convenient for printing","/product-images/Small tubing clamp - sidewall red.png",,,,,,,,,,,,,,,
"Single-Use Fittings & connectors",SU,https://romynox.nl/tbl-asure-fittings?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,618,3791,"aSURE Fittings","Sanitary Tri-Clamp Fitting with Built In Gasket!","TBL's proprietary manufacturing method employs no adhesives and clips to hold the gasket in place. There are many key features that set the aSURE apart from traditional methods that utilize a stand-alone gasket and fitting. TBL Plastics offers sanitary tri-clamps and gasket fittings with an innovative design that prevents contamination and meets even the most stringent hygiene practices. Traditional sanitary fittings consist of three components: Two ferrules Gasket Clamp Most ferrules are made from stainless steel and must conform to Bio Processing Equipment standards to ensure they work with each other, regardless of the manufacturer. The gasket seals the ferrules preventing leaks when clamped. The clamp compresses the gasket between the two ferrules, effectively leak-proofing the ferrules. With aSURE fittings, the built-in gasket becomes part of the sanitary tri-clamp fitting. The fitting and gasket are combined into a single product, manufactured without adhesives and/or clips holding the gasket in place. This adds another layer of safety and security to sanitary fittings. The aSURE fittings product advantage: Cost Effective Without fear of contamination, there is less product waste and scrapped batches due to accidental contamination Easy Installation Most tri-clamps on the market require two men to safely install without contamination. aSure fittings ensure the built-in gasket remains sterile by requiring zero contact between the user and the gasket Product Safety The self-adjusting lightweight, limited slip design allows for a great seal with no risk of misalignment.","HRS ","aSURE's patent-pending design design marries the properties of an elastomaric gasket in to a singular sanitary rigid sanitary Tri-Clamp fitting.","No Hand Contact With Gasket RXBLLTEnsures Proper Alignment RXBLLTIncreased Throughput RXBLLTGuarantees Gasket Placement (Gasket not Left Out) RXBLLTEnsures Approved Gasket Material is Installed RXBLLTReduce Contamination Risk RXBLLTNon-Pyrogenic RXBLLTaSURE's Barbs are Compatible with Most Flexible Tubing RXBLLTSterilizable by autoclave, ETO or gamma radiation",/product-images/TBL-aSURE-Fittings.jpg,,,,4.1,,40,,,,,,,,15.16,54.58
"Single-Use Fittings & connectors",SU,https://romynox.nl/aseptiquik-c-connectors?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,770,19536,"CPC - AseptiQuik C Connectors","Gendered connection with a robust design for reliable performance"," Click-Pull-Twist design - Body & Insert The simple three-step connection process minimizes operator risk and simplifies media transfer. To assemble, simply bring the male and female couplings together and remove the membrane. Finally, rotate the ring for a secure connection. Watch the video on how easy it is to transfer sterile liquids with the AsepticQuik C. See the specification sheet for an overview of the dimensions and tube termination.    ","FQD ","The robust design allows you to create a sterile connection with reliable performance. The integrated lock ring ensures a secure end connection and prevents disassembly.","Robust construction RXBLLTIntegrated lock ring RXBLLTClick-pull-twist design RXBLLTMembrane pull tabs RXBLLTAutoclavable and gamma readable","/product-images/AseptiQuik C Connectors (1).png",,,,4.1,,40,,,,,"Autoclave, Gamma Irradiation",,,15.16,54.58
"Single-Use Fittings & connectors",SU,https://romynox.nl/aseptiquik-g-connectors?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,412,2498,"CPC - AseptiQuik G Connectors","Genderless connector with a nominal flow path of ½""","The Genderless AseptiQuik G Connectors have an easy to use three step ""FLIP-CLICK-PULL"" design, which allows you to transfer media easily with less risk of errors. The connector's genderless and robust design provides reliable performance without clamps, tube welders or fixtures.  The AseptiQuik G Connectors are sterilizable with gamma irradiation (up to 50kGy) and autoclave (Only the High Temp version) up to 130°C for 60 minutes. BENEFITS Repeatable and reliable performance with no additional hardware required Three-step connection reduces error risk  Eases integration of single-use systems Pull tabs act as protective cover  ","FQB ","AseptiQuik G Connectors enable quick and simple sterile connections, even in non-sterile environments.","Genderless design RXBLLTRobust construction RXBLLTFLIP-CLICK-PULL RXBLLTIntegrated pull tab covers",/product-images/cpc-colder_aseptiquik_g.jpg,,1/4,"1 1/2",4.1,40,,,,,,"Autoclave, Gamma Irradiation",,,11.37,34.11
"Single-Use Fittings & connectors",SU,https://romynox.nl/aseptiquik-l-connectors?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,751,19539,"CPC - AseptiQuik L Connectors","Genderless connector with a nominal flow path of 1?","The Genderless AseptiQuik L Connectors have an easy-to-use three-step ""FLIP-CLICK-PULL"" design, which allows you to transfer media easily with less risk of errors. The connector's genderless and robust design provides reliable performance without clamps, tube welders or fixtures.  The AseptiQuik L Connectors are sterilizable with Gamma Irradiation (up to 50kGy) and Autoclave (one cycle up to 130°C for 60 minutes). BENEFITS Repeatable and reliable performance with no additional hardware required Three-step connection reduces error risk  Eases integration of single-use systems with one part number for both halves Pull tabs act as protective cover","FQC ","AseptiQuik L Connectors enable quick and simple sterile connections, even in non-sterile environments. ","Genderless design RXBLLTRobust construction RXBLLTFLIP-CLICK-PULL RXBLLTIntegrated pull tab covers","/product-images/Colder Aseptiquik L 12.jpg",,,,5.1,,40,,,,,"Autoclave, Gamma Irradiation",,,113.7,216.03
"Single-Use Fittings & connectors",SU,https://romynox.nl/aseptiquik-s-connectors?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,413,2501,"CPC - AseptiQuik S Connectors","Genderless connector with a nominal flow path of ¼""","The Genderless AseptiQuik S Connectors have an easy to use three step ""FLIP-CLICK-PULL"" design, which allows you to transfer small volumes of media easily with less risk of errors. The connector's genderless and robust design provides reliable performance without clamps, tube welders or fixtures.  The AseptiQuik S Connectors are sterilizable with gamma irradiation (up to 50kGy) and autoclave (Only the High Temp version) up to 130°C for 60 minutes. BENEFITS Repeatable and reliable performance with no additional hardware required Three-step connection reduces error risk  Eases integration of single-use systems with one part number for both halves Pull tabs act as protective cover Minimize transitional flow disruptions through upstream processing  ","FQA ","AseptiQuik S Connectors enable quick and simple sterile connections for small-flow applications, even in non-sterile environments. Cv Value Range: 0.19 - 1.74 - Genderless","Genderless design RXBLLTRobust construction RXBLLTFLIP-CLICK-PULL RXBLLTIntegrated pull tab covers RXBLLT1/4"" Sanitary termination with straight bore",/product-images/cpc-colder_aseptiquik_s.jpg,,1/8,3/4,4.1,,40,,,,,"Autoclave, Gamma Irradiation",,,,
"Single-Use Fittings & connectors",SU,https://romynox.nl/aseptiquik-x?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,771,19545,"CPC - AseptiQuik X","Gendered connection for high-flow application","The simple three-step connection process minimizes operator risk and simplifies media transfer. To assemble, simply bring the male and female couplings together and remove the membrane. Finally, rotate the ring for a secure connection. Watch the video to see how easy it is to transfer large volumes of sterile liquids with the AsepticQuik X. This connection process ensures a tight seal and prevents contaminants from entering the system. Plus, the entire process only takes a few seconds, significantly reducing operator time and effort. See the specification sheet for an clear overview of the dimensions and tube terminations.  ","FQE ","The AseptiQuik X is designed for high flow applications. This allows you to transfer large volumes of media.","Rendered connection RXBLLTIntegrated lock ring RXBLLTClick-pull-twist design RXBLLTMembrane pull tabs RXBLLTAutoclavable and gamma readable","/product-images/CPC - AseptiQuik X (2).png",,,,4.1,,40,,,,,"Autoclave, Gamma Irradiation",,,56.58,208.45
"Single-Use Fittings & connectors",SU,https://romynox.nl/cpc-back-to-back-adapter?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,1356,30980,"CPC - Back-to-Back adapter MPC MPX","Connect tubing?s with coupling plugs at both ends","The adapter allows you to combine both MPC and MPX couplings. Specification"," ","The Back-to-Back adapter has on both ends a coupling body and grans you more flexibility to connect single-use systems that have a coupling plug on both ends of their tubing.","Compatible with MPC and PMX RXBLLTTubing reduction option RXBLLTErgonomic thumb latch RXBLLTBSE/TSE free materials","/product-images/mpc mpx back to back (3) polycarbonate.png",,,,4.1,-40,149,,,,,"Autoclave, Gamma Irradiation",,,11.37,121.28
"Single-Use Fittings & connectors",SU,https://romynox.nl/cpc-hfc-disconnect?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,1358,30974,"CPC - HFC Disconnect","Aseptic disconnect with automatic shutoff valves and protective thumb latch covering","The automatic shut-off valve closes during disconnection, maintaining sterility on both sides of the systems. This makes the HFC disconnection ideal for the aseptic processes in biopharma and cell and gene therapy (e.g. for decoupling storage/mixing tanks, SU bioreactors, transfer lines, chromatography skids, filters, sampling, and freeze/thaw bags) . A protective thumb latch covers helps reduce the chance of accidental disconnection, and are laser marked with item and lot number for complete batch traceability. Specification"," ","The HFC decoupling allows sterile disconnection","Intuitive one-step disconnection process RXBLLTAutomatic shutoff valve RXBLLTProtective thumb latch cover RXBLLTLaser etched item number and lot number RXBLLTAlloy C-276 internal flow path spring","/product-images/HFS disconnect 2.jpg",,,,5.17,,40,,,,,"Autoclave, Gamma Irradiation",,,11.37,94.75
"Single-Use Fittings & connectors",SU,https://romynox.nl/cpc-hfc39-connector?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,1339,30960,"CPC - HFC39 Connector","Aseptic disconnect functionality with automatic shutoff valves","When you disconnect the HFC39, an automatic shutoff valve closes the flow path. This mechanism protects your valuable media. The thumb latch design enables you to disconnect systems one handed. With the HFC39 you eliminate the need for pinch clamps and tube welders. Specification","FQQ ","Prevent external organisms from entering the tubing flow path upon disconnection. ","Automatic shutoff valve RXBLLTAudible ""click"" RXBLLTLightweight RXBLLTBSE/TSE free materials","/product-images/hfc39 polysulfone coupling bodies (1).png",,,,8.62,-40,138,,,Silicone,,"Autoclave, Gamma Irradiation",,,,
"Single-Use Fittings & connectors",SU,https://romynox.nl/microcnx?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,775,19594,"CPC - MicroCNX","Genderless connector for small format biomanufacturing assemblies.","The connector fits between tubing with diameters ranging from 1,6mm to 3,2mm. This format makes it appropriate for the challenging conditions in cell and gene therapy and media transfer in bioprocessing. This genderless format and three-step connection process provides you with a simple and efficient method of connecting tubing. It eliminates tube welding equipment. The three-step Pinch-Click-Pull connection process minimizes operator error and reduces contamination and leak risk. See the specification sheet for an overview of the dimensions and sizes.  ","FQM ","With the MicroNCX® your able to create seamless and sterile connections for aseptic transfer of fluids.","For small tubing RXBLLTGenderless RXBLLTEasy to use RXBLLTPinch-click-pull",/product-images/MicroCNX-series.jpg,,,,5.1,,40,,,,,"Autoclave, Gamma Irradiation",,,15.16,102.33
"Single-Use Fittings & connectors",SU,https://romynox.nl/mpc-connector?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,776,19597,"CPC - MPC connector","Open format connector with a nominal flow path","The MPC connector allows you to transfer fluids between single-use systems with 1/8"" to 3/8"" internal diameter tubing. This is simply done by pressing the cap and plug together. The quick and straightforward design ensures that your systems are connected with minimal human error risk. Reliable usage eliminates clamps or other components for connections. There are a variety of MPC configurations, and the cap and plug can be adjusted according to your requirements. To eliminate tube kinks, the coupling halves are rotatable. In addition, the MPC connector offers an optional locking sleeve to protect your fluid application from accidental disconnection.See the specification sheet for an overview of the dimensions, sizes and variations.","FQN ","The MPC connector allows you to transfer fluids between your single-use systems with a 1/8"" to 3/8"" internal diameter tubing.","Ergonomic thumb latch RXBLLTUSP Class VI materials RXBLLTBSE/TSE free materials RXBLLTParting line-free hose barb RXBLLTVarious sizes and material RXBLLTAutoclavable and gamma readable  ","/product-images/mpc mpx coupling bodies ploysulfone MPC3301239 MPX3301239 MPC3301639 (3).png",,,,4.1,-40,149,,,,,"Autoclave, Gamma Irradiation",,,,
"Single-Use Fittings & connectors",SU,https://romynox.nl/mpu-connector?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,778,19600,"CPC - MPU connector","Open format connector with a 1"" nominal flow path","The PMU connection is designed to handle a large flow of fluids and fits tubing with internal diameters of 3/4"" and 1"". Suitable for mixers and bioreactors, suitable for processes where you need to move content quickly and easily. The twist-to-connect protects your fluid application from accidental disconnection and ensures safety and reliability.","FQO ","Quick connection for combining multiple component","3/4"" and 1"" hose barb RXBLLTLocking feature RXBLLTMinimizes fluid turbulence and dead space RXBLLTShrouded, leak-free seal RXBLLTSmooth internal flow path RXBLLTAutoclavable and gamma readable  ","/product-images/MPu connector (2).png",,,,2.4,-40,149,,,,,"Autoclave, Gamma Irradiation",,,68.22,155.39
"Single-Use Fittings & connectors",SU,https://romynox.nl/mpx-connector?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,777,19603,"CPC - MPX connector","Open format connector with a ½""nominal flow path"," This is simply done by pressing the cap and plug together. The quick and straightforward design ensures that your systems are connected with minimal risk of personal error. The reliable usage eliminates the need for clamps or other components for connections. The MPX comes in various configuration and you can adjust the cap and plug based on your objective. To eliminate tube kinks, the coupling halves are rotatable. In addition, the MPX connector offers is optional locking sleeve to protect your fluid application from accidental disconnection. See the specification sheet for an clear overview of the dimensions and sizes.","FQP ","The MPX connector allows you to transfer fluids between your single-use systems with a 3/8"" to 1/2"" internal diameter tubing.","Ergonomic thumb latch RXBLLTUSP Class VI materials RXBLLTBSE/TSE free materials RXBLLTParting line-free hose barb RXBLLTVarious sizes and material RXBLLTAutoclavable and gamma readable","/product-images/MPX coonnector 3.png",,,,4.1,-40,149,,,,,"Autoclave, Gamma Irradiation",,,"15.16 ",64.43
"Single-Use Fittings & connectors",SU,https://romynox.nl/cpc-sanitary-connectors?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,1357,30948,"CPC - Sanitary Connectors MPC MPX","attach to a tri-clamp coupling","The sanitary connector is compatible with the MPC and MPX for greater flexibility. The quick and easy connection is designed for integrating components into single use or hybrid process systems. See the specification sheet for a clear overview of the dimensions and sizes."," ","The Sanitary connector allows you to connect systems with a 3/4"", 1"" and 1-1/2"" tri clamp.","3/4"", 1"" and 1-1/2"" sanitary terminations RXBLLTCompatible with MPC and MPX series RXBLLTADCF free materials","/product-images/Sanitary CPC (2).png",,,,4.1,-40,149,,,,,"Autoclave, Gamma Irradiation",,,11.37,64.43
"Single-Use Fittings & connectors",SU,https://romynox.nl/aseptiquik-stc-ii?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,772,19542,"CPC - STC II + AseptiQuik","Integrate the Steam-Thru II and the AseptiQuik sterile connector","This allows you to do a SIP process in advance and gives you more flexibility. The sterile connection allows you to quickly and easily connect a wide range of single-use systems after a SIP cycle. Based on your hybrid system, the ASEPTIQUIK STC II consists of an AseptiQuik G, SeptiQuik S, or SeptiQuik C sterile connector with a Steam-Thru II. This integration gives you a compact solution and reduces the number of single-use systems mounted on your bioreactor during the SIP process. The AseptiQuik G and S have a genderless design and provide a simple and efficient connection. The AsepticQuik C has a female to male connection with an integrated lock ring. Both formats provide a safer connection. See the specification sheet for an clear overview of the dimensions and sizes.  ","FQI ","The AseptiQuick STC II integrates two units to create an aseptic sterile connection.","AseptiQuik design RXBLLTGenderless design RXBLLTRobust construction RXBLLTPatented steam valve design RXBLLTAutoclavable and gamma-sterilizable  ","/product-images/connexiondeconnexion-aseptiquikstc2-600x600 1.jpg",,,,2.4,,40,,,,,"Autoclave, Gamma Irradiation, SIP",,,3.79,34.11
